Entry	Cross-reference (eggNOG)
H3BUH5	
K7EJB6	KOG3525;COG1404;COG4935;
K7ER40	KOG0118;COG0724;
A0A0C4DGT7	ENOG410IEAE;ENOG4111QQS;
A0A0D9SFV4	
A0A087X1K6	
S4R446	KOG2113;ENOG410YCYR;
K7EK04	
K7EK60	KOG1923;ENOG410Y3DT;
K7ERA7	KOG2042;COG5113;
D6R9M1	ENOG410IGNH;ENOG410ZZCU;
D6RF42	ENOG410IEIX;ENOG4111RDE;
B1ALJ5	ENOG410J03W;ENOG4111RKI;
H3BSJ7	KOG2439;COG4624;
K7ELN2	
K7ESL7	KOG2106;ENOG410XNTQ;
V9GYL9	KOG3928;ENOG410XSDC;
A0A0D9SFF4	
D6R9G9	
D6R9Z7	KOG4527;ENOG4112B97;
D6RJD9	
F8WDZ7	
D6R9A7	ENOG410IJK6;ENOG410YKS0;
F8W8F5	
F8WC32	KOG3077;ENOG410XTIJ;
F8WF09	
E7ENX0	KOG1591;ENOG410XS5J;
J3QL44	KOG4807;ENOG410ZA8F;
H3BLY8	
H7C0U0	
J3KRR6	KOG2959;ENOG4111K05;
A0A0G2JQJ0	
A6NKM8	KOG2234;COG0697;
J3QLD7	
H7C1W8	
A0A1W2PNT1	
A0A1W2PS24	
D6RBT0	KOG0307;ENOG410XQ1D;
D6RFH2	ENOG410IJ3A;ENOG410XY8Z;
F8VNX8	ENOG410IGBJ;ENOG4111IF3;
X6R3U4	ENOG410ITZM;ENOG410Z45E;
E7EMF1	ENOG410IPB9;ENOG4110534;
E7ER58	KOG1737;ENOG410XP9E;
E7EW87	KOG1065;COG1501;
H7C2V1	
C9J1K7	KOG1701;ENOG410Y3GP;
C9K0A1	
E9PE89	ENOG410IVQC;ENOG4111N7I;
A0A1B0GTB1	
A0A1B0GW86	
A0A140T9V1	
A0A1B0GTD7	
A0A1W2PQV1	
A0A1W2PQ17	
A0A1B0GVE3	
A0A0G2JNA1	
A0A1B0GTY6	
A0A1D5RMU3	
A0A1W2PR44	
A0A0G2JP21	
A0A1B0GW62	
A0A0U1RQT7	
A0A0U1RRJ0	
A0A0J9YW14	
A0A1W2PQB7	
A0A1B0GUQ2	
A0A140T9Y5	
A0A1W2PRH8	
A0A1Y8EJU8	
A0A1W2PQG9	
A0A140TA01	
A0A0X1KG74	
A0A1B0GUD8	
A0A1B0GUP9	
A0A1B0GVW6	
A0A1W2PQC0	
A0A1D5RMS5	
A0A140T9E1	
A0A0U1RR19	
A0A1W2PQB4	
A0A1B0GTI0	
A0A1B0GU86	
A0A0U1RQQ5	
A0A1D5RMN6	
A0A1W2PPK1	
A0A0G2JQH2	
A0A1W2PQ52	
A0A1Y8EH08	
A0A1B0GTF7	
A0A1B0GTK8	
A0A1B0GUR3	
A0A140TA40	
A0A1X7SC17	
A0A1W2PPU7	
A0A0U1RRC4	
A0A1B0GV25	
A0A1R7TGD3	
A0A1W2PPL8	
A0A0G2JRG1	
A0A1W2PR29	
A0A1B0GTH7	
A0A140TA12	
A0A1W2PRZ2	
A0A1W2PP87	
A0A1B0GW33	
A0A1B0GWI8	
A0A0G2JS81	
A0A1B0GTP3	
A0A0U1RRB8	
A0A0G2JMB6	
A0A0U1RQG2	
A0A1B0GUD3	
A0A1B0GX26	
A0A1W2PQV4	
A0A1W2PRN1	
A0A1W2PPL1	
A0A1W2PQ03	
A0A1W2PRG0	
X6RLT1	ENOG410IFGF;ENOG410XSDJ;
F5H5N6	
F5H0I7	KOG4120;COG3663;
E5RJ08	KOG4618;ENOG4112B0H;
H0YDQ3	
H0YM39	ENOG410IFR6;ENOG4111HU8;
H7C0V7	KOG0615;ENOG410YA63;
M0QXG2	KOG2808;ENOG410XR90;
E7EUL6	KOG1721;COG5048;
C9IZY4	KOG3723;ENOG410XQXD;
C9JPK4	ENOG410IEE5;ENOG41106K3;
E7EUP4	ENOG410J6ZU;ENOG4111QYX;
H7C5V6	ENOG410ITS1;ENOG410XPCM;
E9PDC2	ENOG410IFIP;ENOG410ZS9Z;
E9PH32	ENOG410IVUU;ENOG4111Y2D;
E9PID3	KOG0715;COG0484;
E9PK94	
E9PLK6	KOG1096;COG1816;
C9J9V9	KOG3834;COG5233;
C9JPR8	KOG3736;ENOG410XPMK;
C9K0R9	
E9PGR3	
G3V2N0	KOG4119;ENOG41122JF;
H0Y4X4	ENOG410IWG3;ENOG410YI0S;
H0YBX2	KOG3020;COG0084;
H0YH95	
H0YNW7	ENOG410IU55;ENOG410YDDC;
A0A0A0MTU4	ENOG410J0JJ;ENOG4112C55;
F5H4S8	ENOG410IHFR;ENOG41105U2;
F5H6Y3	
H0YLZ9	KOG0578;ENOG410XP4K;
H0YNK9	
A0A087WY27	KOG4516;ENOG410Y341;
A0A087X2G1	KOG0349;COG0513;
A0A075B6Q2	ENOG410INNW;ENOG410XS31;
F8VXR5	ENOG410IR7C;ENOG410XSZA;
H7C152	KOG2173;ENOG410XQBE;
A0A075B734	
M0QXW9	ENOG410IWIE;ENOG4111U72;
M0QXX1	
M0R388	
H3BRT1	KOG1405;COG0160;
M0QZY4	
H3BUV4	ENOG410IJBC;ENOG410ZY0K;
J3QSU1	ENOG410IJNR;ENOG410YV94;
E9PMA5	KOG1311;COG5273;
E9PQB5	KOG2183;ENOG410Y38A;
G3V2E9	
H0YB05	KOG4411;COG1562;
F5GYP1	KOG1281;COG0471;
F5H8D9	
A0A0A0MS55	
I3L282	ENOG410IDY2;ENOG41100XQ;
A0A087WZX9	KOG0157;COG2124;
H0Y873	
H0Y928	KOG2640;ENOG4111M6Z;
H0YBR0	KOG1953;ENOG410YEPC;
H0YM12	
H0YML3	KOG0038;COG5126;
H7C0W7	KOG4688;ENOG410ZXRB;
M0QYP3	
M0R1M8	
H3BPC7	
H3BRY2	
A6NEL0	ENOG410J491;ENOG410ZFVH;
S4R3N7	ENOG410IEBN;ENOG410Y0PQ;
H7BZ81	KOG4254;COG1233;
J3KRG4	KOG2225;ENOG410XP0J;
J3KTC8	KOG1205;COG1028;
K7EJY1	KOG2353;ENOG410XPDX;
F5H3F9	
C9JB16	KOG0145;ENOG410XP7S;
B7ZBK7	KOG2794;COG0113;
H0YKJ5	ENOG410II2Q;ENOG410XS7P;
I3L4L6	
Q5TGM0	KOG0917;ENOG4111H3M;
A0A087WYS7	KOG3520;COG5422;
A0A087X133	ENOG410IX0Q;ENOG4111W6G;
M0R336	
E9PGZ6	KOG0157;COG2124;
F8VUG2	ENOG410IG4R;ENOG410YY6B;
H3BV24	KOG3867;COG3119;
H3BRX4	KOG1226;ENOG410XP60;
J3KSN2	
K7EJK5	KOG0186;COG0506;
K7ES61	KOG1624;COG0088;
A0A1W2PS30	
A0A0A0MSG3	KOG1292;COG2233;
F5GX43	KOG3589;ENOG410YMJD;
F5GZS6	
H0YD73	KOG2908;ENOG410XPG9;
H0YFQ2	
A0A087X1L0	ENOG410IFXK;ENOG410Y0HB;
A0A087WTU1	ENOG410IHRR;ENOG410YFW5;
F8VRX1	
M0QXV6	KOG3520;COG5422;
M0R0Q5	KOG1721;COG5048;
H3BN05	
K7ENJ4	KOG1353;COG0056;
H3BVA8	KOG1885;COG1190;
K7ELX2	KOG1840;COG0457;
K7EMJ2	
H7C5I5	KOG0621;ENOG410XSYS;
C9JD54	KOG3611;ENOG410XQZC;
E9PJB9	
E9PC55	
E9PNW1	KOG3528;ENOG4110362;
G3V3H7	ENOG410IJDE;ENOG410XT58;
H0YJB8	
U3KQK8	KOG0573;COG0367;
A0A1B0GUP7	
E7ET07	KOG1973;COG5034;
E7EX46	ENOG410INF6;ENOG4111GC6;
B8ZZ47	KOG2781;COG2136;
C9J634	
C9JH59	ENOG410IJBJ;ENOG410Y1FG;
G3V5Z4	KOG3705;ENOG410YHM8;
H0YBQ8	KOG3607;ENOG410XX2M;
H0Y482	
H0YCM2	KOG1047;COG0308;
Q5SVJ8	
A0A0A0MSQ5	ENOG410IVHP;ENOG411156Z;
C9JN91	KOG2242;KOG4692;ENOG410XQ4V;
F5H0B3	ENOG410JJCZ;ENOG4111DFS;
F5H5I5	KOG0058;COG1132;
C9JTK6	KOG1491;COG0012;
H7C505	KOG3078;KOG3079;COG0563;
F5GZQ9	ENOG410IFJF;ENOG410XR0C;
E9PAK5	ENOG410IQM7;ENOG410XRZT;
E9PKU9	KOG3840;ENOG410XSS5;
E9PP75	
G3V4P7	KOG0934;COG5030;
X6R3I0	
F5GZ83	KOG0516;COG5069;
F5GWH8	
U3KQE7	KOG1543;COG4870;
I3L1U1	KOG0587;ENOG410XPHR;
I3L3J1	KOG4644;ENOG4111FB6;
H0Y836	KOG4775;ENOG4111JHQ;
H0YDE8	KOG1577;COG0656;
H0YEB7	KOG1794;COG2971;
H0YFY6	ENOG410IFJ8;ENOG41125FF;
C9JLP9	ENOG410IFKT;ENOG410XPY3;
E9PKK2	ENOG410IKEA;ENOG4111DWB;
E9PP10	ENOG410IJNR;ENOG410YV94;
E9PQZ6	
G3V2W5	
G3V574	
H0YCU9	KOG2046;COG5199;
F5H5C3	KOG0368;COG0439;COG0511;COG4799;
B1AHL2	
B2REC8	
H0Y6J1	KOG0504;KOG1911;COG0666;
H0Y9X6	KOG1525;ENOG410XQW7;
H0YKL0	KOG0381;COG5648;
H0YMI8	ENOG410ISDV;ENOG410YQ97;
A0A087X101	
E5RK45	KOG3656;ENOG410XRW9;
A0A087WXU0	KOG2861;COG1723;
E5RK16	KOG0873;COG3000;
M0QZL5	KOG2196;ENOG410XT5X;
M0R1J4	ENOG410IX2N;ENOG4111DV8;
X6RC97	KOG2871;ENOG410XSGV;
H0YBQ2	KOG0655;ENOG410XS2J;
H0YIL0	ENOG410IKPJ;ENOG410ZQXJ;
C9J4R0	KOG3575;ENOG410XRZC;
F5H227	KOG0512;COG0666;
H0YG18	ENOG410IIJH;ENOG4111HFW;
I3L2R7	KOG2392;COG4826;
D6RCS7	KOG0714;COG0484;
A0A087WVP0	ENOG410IG8F;ENOG410XT64;
A0A087X201	KOG2082;COG0531;
E5RK80	KOG1356;ENOG410XTAA;
R4GMM2	
A0A0A0MTL4	ENOG410IGVF;ENOG410XRG8;
F5GY42	
B5ME80	KOG3611;ENOG410XQZC;
A0A087WWH3	ENOG410IIYC;ENOG41126SK;
H7BZI7	KOG1867;ENOG410XQQ0;
F8W0N5	KOG2053;ENOG410XRXD;
H0YNE5	ENOG410IIGM;ENOG41101S6;
A0A087WWQ4	
A0A087X1F6	
V9GYG9	ENOG410KCI2;ENOG4110NY0;
F8VV00	KOG0589;ENOG410Y7JF;
M0R003	
H3BM38	KOG3065;ENOG410Y3Y0;
H7BZJ5	
K7EKW2	ENOG410INP8;ENOG410ZRHT;
K7EM35	
U3KQ04	ENOG410IFSQ;ENOG410Y8HX;
K7EK93	KOG0639;ENOG410XPX3;
K7EPJ5	
A0A1W2PPU9	
Q5TG36	
C9JAH0	KOG1460;COG1208;
E7ERM8	KOG1721;COG5048;
E7ESF4	KOG3627;COG5640;
Q5JZ40	
F8W8D4	
E9PAM4	KOG2381;ENOG410XP06;
A0A1B0GXE3	
A0A1W2PR78	
A0A1W2PRV3	
A0A1B0GVX2	
A0A1Y8EN23	
A0A1W2PPW8	
A0A1W2PS97	
A0A1B0GVF1	
A0A0J9YY48	
A0A182DWF7	
A0A1B0GVF7	
A0A1C7CYW1	
A0A1B0GUB3	
A0A0G2JR43	
A0A0U1RRH2	
A0A1W2PPG0	
A0A0G2JLG5	
A0A0J9YW77	
A0A1W2PP62	
A0A1W2PNV5	
A0A1B0GUY3	
A0A1B0GWA1	
A0A0U1RQH5	
A0A0G2JLU7	
A0A1B0GTK2	
A0A0G2JPW5	
A0A1W2PPE4	
A0A1W2PP37	
A0A0G2JQ39	
A0A0G2JNR7	
A0A0U1RQG3	
A0A1W2PRN8	
A0A0J9YVZ0	
A0A1W2PRT6	
A0A1B0GW05	
A0A1B0GVW5	
A0A1B0GTX9	
A0A1W2PPB9	
A0A0G2JLM6	
A0A1B0GU58	
A0A1D5RMS8	
A0A1D5RMT2	
A0A1W2PRE7	
A0A1B0GWI3	
A0A1W2PPH4	
A0A1B0GVD0	
A0A0J9YXV5	
A0A1B0GTQ9	
A0A140T9A3	
A0A0U1RR18	
A0A0J9YVS6	
A0A140TA54	
A0A1D5RMP8	
A0A1B0GUK7	
A0A1B0GVG1	
A0A1W2PNM2	
A0A1W2PRG7	
A0A1W2PS70	
A0A0G2JQA4	
A0A1W2PNQ7	
A0A1W2PR92	
A0A0G2JS92	
A0A1B0GUJ5	
A0A1B0GUS1	
A0A140T9U6	
A0A1B0GU80	
A0A140T9P6	
A0A140T9W9	
A0A0U1RQN8	
A0A1B0GV61	
K7ELQ0	KOG1624;COG0088;
E7EWZ7	
H7C264	KOG0703;COG5347;
H7C4H3	
A0A0D9SGE1	
H3BTA3	
J3KRN5	KOG0694;ENOG410XNPH;
K7EP14	KOG2841;COG5241;
M0QY84	ENOG410J2C1;ENOG41122Z9;
B5MCF4	
C9JPV8	
E9PLN7	
E9PRB4	
H0YID7	KOG1930;KOG2283;ENOG410YFRV;
H0YM35	KOG0490;ENOG410YIJ3;
H0Y9N5	
C9IZF6	KOG3773;ENOG410XSQS;
C9J7J4	ENOG410IGMS;ENOG410XQDF;
C9JIW4	KOG0186;COG0506;
C9JXB8	KOG1722;COG2075;
B8ZZ75	KOG1604;COG2017;
E9PK09	ENOG410IJCD;ENOG4110X68;
B0QZ88	KOG2084;COG2940;
J3QLA9	KOG2474;COG0428;
A0A140T9K0	
D3YTC7	
E7EVB6	KOG4301;ENOG410XP3C;
E9PBY7	KOG4791;ENOG41101ZI;
C9J6X1	KOG1721;COG5048;
H7BZK4	
H7C4Y9	KOG2727;ENOG410XTJ2;
C9J168	KOG1503;COG0462;
C9J6M1	KOG0504;KOG4362;COG0666;
C9J7W8	ENOG410IWCE;COG0596;
C9JFR2	KOG0051;COG5147;
C9JPA8	KOG3024;ENOG410XRWE;
F5GZA9	ENOG410IIXG;ENOG4111YXE;
H0YCE3	KOG2189;COG1269;
H0YI37	
E9PIK9	ENOG410IH3S;ENOG411034Y;
E9PM59	ENOG410IZI3;ENOG41124VA;
E9PR36	ENOG410IHFY;ENOG4111ZZV;
G3V259	KOG1311;COG5273;
G3V515	KOG1677;COG5063;
F5GXT2	
F5H1S1	KOG1771;ENOG410XYK9;
F5H4C6	KOG3731;COG3119;
A0A0A0MSG0	ENOG410J09R;ENOG410Y0AH;
H0Y4N6	ENOG410IE8T;ENOG410YRBE;
E5RJ94	KOG4211;ENOG410Z6M0;
H0YB14	KOG1998;ENOG410XQH7;
H0YLT9	ENOG410IFMV;ENOG410XQEZ;
I3L0K0	KOG2334;COG0042;
F5H4U8	KOG3250;ENOG410XP7W;
A0A087WV45	
E5RK75	KOG3183;ENOG4111JCH;
C9IY73	ENOG410JBYS;ENOG41115IK;
B1ANV5	KOG3641;COG2866;
I3L143	KOG1943;COG5234;
E5RFM8	KOG3929;ENOG410XTE5;
H7C4M7	
H7C0S1	KOG3717;ENOG410XNZ9;
A0A087WXC9	
D6RCE5	ENOG410IE8P;COG1283;
H0YJT0	KOG1972;ENOG410XPGD;
H0YLJ0	KOG1867;ENOG410XQQ0;
A0A087WZB2	
A0A087X0D9	
E5RJR0	KOG0819;ENOG410XPUN;
F8VZ63	KOG1474;COG5076;
A0A087WX19	ENOG410IFFR;ENOG41104K8;
E5RGB0	ENOG410IHRB;ENOG410YYKB;
H3BMQ3	KOG0239;COG5059;
H3BN64	
M0QYW8	
H7BZC0	
A0A1W2PQD2	
H3BT57	
M0QXK7	ENOG410IGDZ;ENOG410XV3E;
M0R041	KOG1721;COG5048;
M0R3G7	
H3BQ94	ENOG410IJET;ENOG4111V1Q;
D6RIF4	KOG4800;ENOG4110EPW;
F8WCZ6	KOG3627;COG5640;
S4R3E6	ENOG410J01E;ENOG41115QJ;
J3KQR4	KOG1721;COG5048;
A0A1W2PQ63	
H3BNN7	KOG0045;ENOG410XP0B;
H3BR67	KOG1721;COG5048;
H3BTI1	ENOG410INTM;ENOG410YZ99;
J3QL98	
K7EJI7	KOG0606;ENOG410XPWX;
K7ELH3	
K7EQJ2	ENOG410IPB6;ENOG410ZZD8;
K7ERY7	KOG3418;COG2163;
F8WB88	KOG3643;ENOG410XPWH;
F8VVF3	ENOG410IGBJ;ENOG4111IF3;
F8W1D1	
S4R3P4	KOG4441;ENOG410XNX8;
K7ER22	ENOG410IZAC;ENOG410ZRF6;
H3BPZ9	ENOG410IIQT;ENOG4110WN4;
M0QYB1	KOG2714;ENOG410XSWI;
D6RAD9	
D6RC31	ENOG410IWA7;ENOG4111K76;
D6RFY7	KOG0634;COG1167;
D6RHH4	KOG0279;ENOG410XQGZ;
F8WAY7	
K7EKW4	
J3KNF3	ENOG410IE22;ENOG410XPWW;
S4R3A9	KOG3736;ENOG410XPMK;
J3KRL0	KOG0164;COG5022;
J3QL10	ENOG410IJNR;ENOG410YV94;
Q5JVE8	ENOG410IGPV;COG5640;
A0A0C4DGN2	ENOG410IKW6;ENOG410YKMT;
F5H5L8	ENOG410IFFP;ENOG4111IU4;
J3QKP1	KOG3594;ENOG410XQHI;
X6RER8	KOG4323;ENOG410XQ6E;
Q5SNW5	KOG0564;COG0685;
E7EPV1	ENOG410IWT5;ENOG41114KA;
J3KSZ8	ENOG410IDXY;ENOG410XPFF;
D6RAX9	ENOG410IGY3;ENOG4111D43;
F8WC72	KOG3089;ENOG410XPW6;
F8WEG7	
E9PNG2	KOG3940;ENOG4111J7C;
E9PRS5	
G3V571	ENOG410IJ7D;ENOG4111N1H;
E7EPF8	KOG0067;COG0111;
E7EUL5	KOG1721;COG5048;
H7C372	KOG4678;COG5069;
Q5JP02	KOG0264;ENOG410XNU9;
C9J7U9	ENOG410IGQK;COG4690;
C9JXV0	KOG3548;ENOG411075K;
C9JTF2	KOG2953;ENOG4111U9N;
C9JAA0	KOG3569;ENOG410XT3N;
C9JXA2	KOG0196;COG0515;
E9PDJ2	KOG4019;ENOG4111I50;
E9PKP2	KOG1721;COG5048;
E9PRK5	ENOG410IEAK;ENOG4111FGJ;
G3V499	KOG2736;ENOG410XPZD;
C9J4Q7	
H0YCA3	
F8WDB6	KOG2561;ENOG410ZK3P;
M0R1R6	
B0QYN0	KOG3631;ENOG410XQWH;
J3QRW6	KOG1721;COG5048;
A0A0C4DGZ2	ENOG410IFYF;ENOG410ZNZK;
A0A0B4J233	KOG4015;ENOG4111US8;
D6RAA4	KOG4482;ENOG4110FPC;
D6RC89	KOG4741;ENOG4111W4Q;
D6RHW7	KOG0598;ENOG410XNPH;
F8W7Q3	KOG0308;ENOG410XRJ5;
F8WDD0	ENOG410IKUQ;ENOG4111M2Q;
X6RCR8	KOG2744;KOG3001;ENOG410Y2AP;
J3KTP3	KOG3594;ENOG410XQHI;
M0R2A8	KOG2281;COG1506;
C9JMW3	ENOG410IGR7;ENOG410ZRVN;
H3BNF9	ENOG410IHV7;ENOG410ZQKM;
H7C1W6	
K7EJL4	
K7ENU3	
K7EQ15	KOG1721;ENOG41112RA;
J3KTH7	KOG1925;ENOG410XRBZ;
A0A0C4DFW0	KOG3686;ENOG410XTIX;
B8ZZK2	
C9JJU6	KOG2687;ENOG410YM6S;
H7BXW4	KOG4807;ENOG410ZA8F;
X6R824	KOG0941;COG5021;
E9PI04	
E9PKN6	KOG2183;ENOG410Y38A;
G3V4N5	KOG2294;COG5025;
H7C2T8	ENOG410IGWX;ENOG4110RI8;
C9JBP8	KOG1870;COG5560;
C9JSZ1	
H7C2Y2	
C9JMJ2	
C9JXI1	KOG2294;COG5025;
H0YAI2	ENOG410IEYT;ENOG410YA7F;
A0A0A0MTE3	ENOG410JAPA;ENOG41117A8;
E9PN42	
E9PQK7	KOG0101;COG0443;
G3V470	KOG3602;KOG4155;ENOG410XP3K;
A0A0C4DGG0	ENOG410IKH1;ENOG411182R;
F8WAD5	ENOG410ISFS;ENOG4110Q05;
B0QY69	KOG2687;ENOG410YM6S;
H0YDP5	KOG1738;ENOG41104C7;
H0YEK9	
H0YL34	ENOG410IH92;ENOG4111GBF;
A0A087X209	KOG0600;ENOG410XPIR;
F8VX93	
S4R440	KOG1721;COG5048;
H3BQ48	KOG3880;ENOG410XT4Z;
H7C3P7	KOG0395;COG1100;
K7EJG7	KOG0297;ENOG410Z7YX;
K7EKQ8	
K7EP40	ENOG410IHPN;ENOG4111GPP;
K7EQB3	
K7ERP4	KOG1651;COG0386;
A0A0G2JL44	
D6RAM6	ENOG410IEYT;ENOG410YA7F;
D6RGV2	ENOG410IGXR;ENOG410YWZG;
A0A0C4DFQ3	KOG1721;COG5048;
F8WB94	KOG2041;ENOG410XNSQ;
F8WFC5	ENOG410IHBX;ENOG41126RD;
A0A087WU24	
A0A087WVB6	KOG2522;ENOG410XSAV;
D6R9R9	KOG1981;ENOG410ZDEH;
H7BZQ4	ENOG410IE01;ENOG410XPRD;
H7C170	KOG1541;COG0500;
F8VRY7	KOG3099;ENOG410XNMV;
F8VZE0	ENOG410IFCI;ENOG4110AYI;
M0R0V5	KOG1721;COG5048;
S4R370	KOG3736;ENOG410XPMK;
J3KND8	KOG3820;COG3186;
J3KSC7	KOG2056;ENOG410XSM0;
V9GY77	ENOG410KII0;ENOG4110Q7Q;
D6RB46	KOG1734;ENOG410XP8B;
A0A0G2JPK5	
D6R996	KOG1814;ENOG410Y5R1;
M0R2D9	
D6RB96	KOG2268;COG0478;
F8W9B3	ENOG410ITKD;ENOG410XPYK;
D6RBF6	KOG0725;COG1028;
D6RFG7	KOG3915;ENOG4111FAG;
F8WC87	ENOG410IKX5;ENOG410XQIM;
F8WEP2	
J3QS00	
D6RAQ7	KOG0431;KOG1989;KOG2283;ENOG410Y515;
D6REP2	ENOG410IE1X;ENOG410ZQ31;
X6REH9	KOG0427;COG5078;
C9JA93	
H7C4H1	ENOG410IJ4N;ENOG4110U23;
B7ZBJ6	KOG1566;ENOG410XP4S;
C9J5S7	KOG0865;COG0652;
C9JSS2	ENOG410IQ6M;ENOG410XTGZ;
F8VV49	ENOG410IJAM;ENOG4111SYE;
F8W1C8	KOG1721;COG5048;
H3BM17	KOG1815;ENOG410XP9Y;
H7C5G6	
F8WD48	ENOG410IFC0;ENOG410XQPK;
F8WER9	KOG2429;ENOG410XS6F;
J3KQC0	
J3QQL2	KOG1226;ENOG410XP60;
A0A1B0GUW5	
E7ETU9	KOG1971;ENOG410Y4QU;
H7C2L3	
A6PVV2	
F6UXX1	KOG0117;ENOG410XTJ5;
E7EPC7	
E7ETE3	KOG3545;KOG4193;KOG4729;ENOG410XSD2;
J3QR67	ENOG410IHJ8;ENOG410Z545;
C9JA95	KOG3999;ENOG410ZQ9J;
C9JIU5	ENOG410ITG7;ENOG410XWDC;
G3V1K6	KOG1720;COG2453;
E9PJ40	ENOG410IE57;ENOG41101KS;
E9PRD1	KOG3599;ENOG410XTGE;
X6R7A2	ENOG410IG22;ENOG410XT8Q;
H3BQL8	ENOG410IJQ9;ENOG4111V15;
H3BTS4	KOG0045;ENOG410XP0B;
E7EMN6	
H7C228	ENOG410IMEW;ENOG410ZYE4;
H7C3V1	ENOG410KHEE;ENOG410YTBJ;
C9J0J1	ENOG410IK2K;ENOG410YX66;
C9JBH9	KOG4678;COG5069;
C9JS50	ENOG410IF4F;COG2085;
Q5SZC6	
B0QZK6	KOG4012;ENOG4112541;
C9J066	ENOG410IK59;ENOG410Z1RR;
C9JJT5	KOG4092;KOG4197;ENOG410Z7Z7;
Q4VXT5	KOG0123;ENOG410XR5X;
H0Y6D1	ENOG410J2S4;ENOG411196S;
H0YAW8	KOG1828;ENOG410XRRI;
H0YHI8	KOG0505;COG0666;
H3BQI6	KOG1721;COG5048;
F8WDW0	KOG3722;ENOG410YKEX;
B0QY34	KOG1164;ENOG410XPGP;
H7C038	KOG0586;ENOG410XNQ0;
A6PVF6	KOG3575;ENOG410XRZC;
F5H1K3	
C9J0V2	
C9JN42	KOG4131;COG0327;
E9PLM2	KOG4223;ENOG410XRVE;
D6RJF8	
F8W9H0	ENOG410J0HT;ENOG4111UX7;
F8WCF6	KOG1876;ENOG4111G2F;
F8WEU3	KOG0796;COG5200;
J3QL23	KOG3124;COG0345;
J3QRU9	KOG2298;COG0423;
E7EPV7	ENOG410IWI2;ENOG4111TDZ;
H7BZK2	KOG3676;ENOG4110DG4;
H7C2F4	KOG3765;ENOG410XRNY;
H7C429	KOG1029;KOG4305;COG5422;
C9J3I0	KOG3755;ENOG41109WK;
E9PNS6	KOG0264;ENOG410XNU9;
G3V473	KOG3702;ENOG410YE77;
H0YDW6	
H0YKT3	KOG2273;COG5391;
H0Y5T8	
H0Y345	
Q5SXX4	KOG4720;COG0510;
A0A0B4J1Z5	
D6RIU6	KOG2244;COG1331;
H0YC46	KOG1457;ENOG410XSBT;
F5GXB1	KOG0393;COG1100;
F5H735	
E5RIC2	KOG3953;ENOG410XQC1;
I3L3Q8	KOG1869;ENOG4111F3M;
A0A087WWY1	
E5RIM6	KOG0201;ENOG410XP9G;
H0Y6J6	KOG1996;ENOG410XWJ5;
H0YJL3	KOG2958;COG1085;
V9GZ42	
H3BND9	
K7EJJ0	KOG0059;COG1131;
K7EN93	KOG1721;COG5048;
A0A0D9SFH9	KOG3880;ENOG410XT4Z;
A0A1B0GUM5	
E7ERW0	ENOG410IFGD;ENOG410XX71;
H7C414	KOG1721;COG5048;
E9PG46	KOG1989;ENOG410Y515;
E9PMX7	KOG2200;ENOG410XQ10;
E9PQB9	ENOG410IJ5S;ENOG4110081;
E9PIQ6	KOG1625;COG5214;
E9PNA0	KOG2682;COG0846;
E9PSD6	ENOG410IEAK;ENOG4111FGJ;
A0A0A0MRH7	
F5GY34	KOG0183;ENOG410XP21;
A0A140T909	
I3L2P4	KOG2084;COG2940;
I3L3Z1	ENOG410IIV2;ENOG410XXTE;
Q5QP59	KOG4728;ENOG41123S0;
A8MSM7	
E5RJ29	KOG0932;COG5307;
F5GY16	KOG0565;KOG4384;COG5411;
F5GY28	KOG2301;ENOG410XNP6;
F5H361	
B0QY07	ENOG410IGEX;ENOG4112BQP;
H0Y6T7	
H0YEJ1	KOG2806;COG3325;
H0YKH2	KOG4661;ENOG4111FBJ;
Q5QPE5	
H7C2S0	ENOG410IJT6;ENOG410YKZU;
E9PAP3	KOG3573;ENOG410ZQIE;
E9PDI6	KOG2301;ENOG410XNP6;
E9PJ61	ENOG410IG5G;ENOG410XVI5;
E9PKX8	ENOG410IK2V;ENOG410XS3H;
E9PLS7	KOG1721;COG5048;
E9PMX0	KOG1634;ENOG410ZCN4;
G3V198	KOG4521;ENOG410YYM5;
H0YHS6	KOG2623;COG0162;
B0QYJ7	
H0Y7Q9	
H0YCZ6	KOG3841;ENOG410XQMP;
I3L0M7	KOG3571;ENOG410Y5G4;
F8W1T5	KOG0395;COG1100;
F8VZH8	KOG1011;ENOG410XS5D;
H3BRU1	ENOG410IXTZ;ENOG4111Q12;
H3BVF1	KOG1871;ENOG410XSIH;
C9J644	KOG3916;ENOG410ZYYA;
C9JBN1	ENOG410IQU2;COG2319;
H0YBC0	
H0YEX2	
H0YJI1	
A0A0A0MSI9	
F5GY58	KOG2088;ENOG410XRFI;
F5H395	
F5H5F9	
I3L2X6	ENOG410IEY4;ENOG410XTIY;
U3KQS2	
H0Y8V8	KOG4399;ENOG410XTH9;
H0YK85	
H0YMD5	ENOG410J2PB;ENOG4112AS5;
A0A087WVF4	KOG0383;COG0553;
E5RJS6	ENOG410IW4A;ENOG4111D93;
A0A087X1D6	
F8VVB9	
K7EJN0	KOG1721;COG5048;
K7EKT5	
K7EMB1	KOG1100;KOG1595;ENOG410XR0Z;
K7EQB8	
K7ERK5	KOG3287;ENOG410Z18S;
A0A0G2JM57	
